counterparty_id,connected_customers,transaction_count,total_amount,high_risk_geo_transactions,network_review_flag
CP03027,8,8,140121.1,3,1
CP03028,3,3,24768.510000000002,1,0
CP03029,2,2,55450.619999999995,2,0
CP03030,3,3,28207.629999999997,2,0
CP03031,2,2,26748.22,2,0
CP03032,4,4,37327.71,3,0
CP03033,7,7,112418.09,3,1
CP03034,4,4,32720.37,1,0
CP03035,2,2,38999.06,1,0
CP03036,4,4,25996.879999999997,3,0
CP03037,5,5,426443.23,1,0
CP03038,4,4,70417.79000000001,2,0
CP03039,6,6,99451.42,2,1
CP03040,4,4,12956.59,2,0
CP03041,4,4,23824.93,3,0
CP03042,2,2,55361.4,1,0
CP03043,2,2,15573.150000000001,1,0
CP03044,4,4,32682.559999999998,2,0
CP03045,7,7,52064.47,2,1
CP03046,3,3,26982.260000000002,1,0
CP03047,1,1,37940.95,1,0
CP03048,5,5,33461.03,2,1
CP03049,2,2,27559.49,0,0
CP03050,7,7,86362.96,3,1
CP03051,1,1,7926.5,0,0
CP03052,3,3,8507.07,2,0
CP03053,5,5,20484.13,3,1
CP03054,4,4,25111.969999999998,0,0
CP03055,2,2,12872.15,0,0
CP03056,2,2,10016.49,1,0
CP03057,3,3,20394.670000000002,2,0
CP03058,5,5,18151.350000000002,1,0
CP03059,5,5,31798.19,1,0
CP03060,7,7,59494.74,3,1
CP03061,2,2,32639.85,0,0
CP03062,1,1,4953.66,1,0
CP03063,5,5,54565.59,3,1
CP03064,4,4,88058.01000000001,3,0
CP03065,4,4,28254.269999999997,2,0
CP03066,8,8,46259.74,1,0
CP03067,5,5,59330.439999999995,4,1
CP03069,3,3,9056.07,1,0
CP03070,5,5,50162.56,0,0
CP03071,6,6,31431.370000000003,2,1
CP03072,4,5,51916.22,1,0
CP03073,3,3,15050.39,2,0
CP03074,5,5,90350.0,2,1
CP03075,3,3,7360.14,2,0
CP03076,7,7,32049.77,2,1
CP03077,5,5,54297.84,1,0
CP03078,4,4,20922.25,1,0
CP03079,7,7,72893.88,2,1
CP03080,4,4,52059.22,1,0
CP03081,5,5,38859.69,2,1
CP03082,5,5,24713.1,0,0
CP03083,4,4,72905.54,1,0
CP03084,5,5,74374.39,2,1
CP03085,4,4,25493.67,3,0
CP03086,8,8,36513.89,2,1
CP03087,8,8,104640.51,5,1
CP03088,7,7,157506.91999999998,3,1
CP03089,5,5,204006.46,0,0
CP03090,5,5,111513.84,1,0
CP03091,7,7,69559.2,3,1
CP03092,7,7,99843.29,2,1
CP03093,3,3,12685.44,1,0
CP03094,2,2,36262.12,1,0
CP03095,2,2,31569.34,2,0
CP03096,3,3,19050.1,0,0
CP03097,7,7,75220.32,4,1
CP03098,3,3,55180.880000000005,3,0
CP03099,4,4,83441.54,1,0
CP03100,6,6,56758.380000000005,1,0
CP03101,3,3,16974.1,1,0
CP03102,4,4,41846.18,1,0
CP03103,6,6,53813.74,3,1
CP03104,2,2,12906.99,1,0
CP03105,3,3,34217.3,1,0
CP03106,5,5,24848.510000000002,1,0
CP03107,2,2,7124.7300000000005,0,0
CP03108,6,6,222921.68,5,1
CP03109,4,4,91882.76,2,0
CP03110,4,4,43241.01,2,0
CP03111,6,6,48331.71,4,1
CP03112,4,4,79441.86,1,0
CP03113,3,3,39937.11,2,0
CP03114,6,6,186507.46,4,1
CP03115,5,5,70789.59,0,0
CP03116,6,6,31506.660000000003,2,1
CP03117,4,4,55263.62,3,0
CP03118,1,1,12043.99,1,0
CP03119,4,4,45332.56,2,0
CP03120,4,4,29912.13,3,0
CP03121,3,3,11510.46,1,0
CP03122,1,1,554.42,1,0
CP03123,5,5,49489.46,2,1
CP03124,5,5,78396.66,2,1
CP03125,7,7,117442.2,4,1
CP03126,4,4,72716.95,1,0
CP03127,5,5,35965.58,2,1
CP03128,6,6,27875.73,0,0
CP03129,2,2,10650.05,1,0
CP03130,5,5,111069.84,3,1
CP03131,5,5,34696.1,2,1
CP03132,6,6,85615.94,4,1
CP03133,7,7,100164.45000000001,3,1
CP03134,4,4,105990.93,1,0
CP03135,2,2,30246.15,1,0
CP03136,11,11,73695.38,4,1
CP03137,8,8,201461.66,3,1
CP03138,5,5,24133.73,3,1
CP03139,8,8,90970.0,2,1
CP03140,4,4,15482.13,2,0
CP03141,7,7,51584.11,2,1
CP03142,1,1,6326.55,0,0
CP03143,5,5,25761.42,1,0
CP03144,4,4,212948.15,1,0
CP03145,4,4,30199.64,3,0
CP03146,6,6,62843.009999999995,3,1
CP03147,4,4,40822.13,0,0
CP03148,4,4,21263.4,1,0
CP03149,4,4,43400.17,0,0
CP03150,4,4,29072.21,3,0
CP03151,6,6,68105.75,2,1
CP03152,4,4,23134.010000000002,2,0
CP03153,5,5,87209.86,2,1
CP03154,3,3,42659.78,2,0
CP03155,8,8,90223.78,3,1
CP03156,4,4,25004.71,3,0
CP03157,5,5,47143.39,3,1
CP03159,1,1,17082.97,0,0
CP03160,5,5,48142.12,2,1
CP03161,9,9,137405.9,2,1
CP03162,12,12,125728.41,4,1
CP03163,2,2,50515.08,1,0
CP03164,3,3,72604.64,2,0
CP03165,6,6,59827.380000000005,2,1
CP03166,6,6,67091.05,3,1
CP03167,6,6,49758.77,2,1
CP03168,3,3,24637.61,1,0
CP03169,3,3,19502.73,0,0
CP03170,5,5,68211.04,2,1
CP03171,5,5,40777.020000000004,1,0
CP03172,4,4,31939.05,3,0
CP03173,7,7,111253.81,3,1
CP03174,4,4,53254.8,3,0
CP03175,2,2,20384.38,1,0
CP03176,3,3,20969.4,0,0
CP03177,3,3,9646.37,2,0
CP03178,2,2,16624.45,1,0
CP03179,3,3,16739.85,0,0
CP03180,8,8,64114.9,2,1
CP03181,3,3,30031.219999999998,2,0
CP03182,7,7,49895.19,2,1
CP03183,1,1,7689.5,0,0
CP03184,4,4,110313.45,3,0
CP03185,5,5,35036.35,3,1
CP03186,6,6,100937.36,1,0
CP03187,4,4,14679.7,3,0
CP03188,4,4,30958.479999999996,1,0
CP03189,4,4,71493.35,2,0
CP03190,5,5,25465.98,2,1
CP03191,6,6,15227.869999999999,2,1
CP03192,2,2,21012.3,1,0
CP03193,8,8,107790.29000000001,4,1
CP03194,4,4,79721.51999999999,1,0
CP03195,8,8,212504.43,8,1
CP03196,5,5,47456.71,2,1
CP03197,4,4,66842.25,1,0
CP03198,3,3,6854.879999999999,2,0
CP03199,7,7,51472.88,4,1
CP03200,1,1,12727.37,0,0
CP03201,2,2,9640.58,2,0
CP03202,3,3,37225.04,2,0
CP03203,7,7,76512.91,2,1
CP03204,6,6,75638.34,1,0
CP03205,4,4,23455.32,4,0
CP03206,5,5,71840.44,4,1
CP03207,4,4,49263.19,1,0
CP03208,4,4,105095.26000000001,1,0
CP03209,7,7,59612.03,2,1
CP03210,7,7,80794.56999999999,4,1
CP03211,5,5,39723.1,1,0
CP03212,3,3,17098.95,1,0
CP03213,3,3,22412.68,2,0
CP03214,9,9,167715.58000000002,5,1
CP03215,7,7,93343.76999999999,4,1
CP03216,4,4,23559.08,3,0
CP03217,7,7,83723.78,3,1
CP03218,7,7,119249.59,1,0
CP03219,4,4,17388.72,1,0
CP03220,7,7,188087.78,4,1
CP03221,4,4,113218.28,1,0
CP03222,7,7,60877.619999999995,3,1
CP03223,2,2,14012.630000000001,2,0
CP03224,3,3,21581.4,1,0
CP03225,3,3,17964.949999999997,1,0
CP03226,7,7,63556.19,4,1
CP03227,9,9,68384.7,3,1
CP03229,5,5,41640.11,2,1
CP03230,4,4,34857.56,2,0
CP03231,4,4,33312.01,0,0
CP03232,8,8,79246.02,5,1
CP03233,4,4,29733.280000000002,3,0
CP03234,3,3,18474.03,0,0
CP03235,5,5,22959.72,3,1
CP03236,11,11,97174.18,5,1
CP03237,10,10,102637.15,5,1
CP03238,5,5,42306.0,3,1
CP03239,7,7,96053.78,4,1
CP03240,7,7,103654.1,3,1
CP03241,5,5,45912.99,1,0
CP03242,11,11,100573.56,4,1
CP03243,4,4,128610.6,1,0
CP03244,4,4,28062.989999999998,1,0
CP03245,2,2,69747.16,1,0
CP03246,4,4,25131.829999999998,2,0
CP03247,8,8,36855.56,0,0
CP03248,2,2,66534.98999999999,1,0
CP03249,3,3,23975.690000000002,0,0
CP03250,9,9,89007.03,4,1
CP03251,5,5,177025.16,2,1
CP03252,7,7,52513.21,2,1
CP03253,1,1,8706.6,0,0
CP03254,3,3,22991.0,3,0
CP03255,1,1,1913.66,0,0
CP03256,5,5,57474.57,3,1
CP03257,5,5,34143.82,4,1
CP03258,6,6,44802.23,5,1
CP03259,1,1,5575.3,0,0
CP03260,6,6,110481.11,3,1
CP03261,3,4,35896.93,2,0
CP03262,9,9,46761.34,5,1
CP03263,7,7,70976.79000000001,3,1
CP03264,4,4,20818.33,1,0
CP03265,6,6,39598.99,3,1
CP03266,1,1,3991.02,0,0
CP03267,2,2,7933.46,0,0
CP03268,1,1,2050.28,0,0
CP03269,5,5,47199.2,2,1
CP03270,8,8,34323.76,2,1
CP03271,8,8,172833.65,4,1
CP03272,6,7,51055.81,3,1
CP03273,3,3,21906.09,1,0
CP03274,11,12,94542.26,7,1
CP03275,7,7,55627.72,0,0
CP03276,5,5,78110.05,3,1
CP03277,4,4,21222.83,3,0
CP03278,9,9,71600.59999999999,6,1
CP03279,4,4,37678.33,2,0
CP03280,5,5,23404.02,2,1
CP03281,4,4,53985.62,2,0
CP03282,7,7,89859.53,1,0
CP03283,7,7,52859.69,3,1
CP03284,3,3,34839.91,1,0
CP03285,3,3,14972.210000000001,0,0
CP03286,6,6,46503.99,3,1
CP03287,3,3,8543.09,2,0
CP03288,9,9,119315.76000000001,4,1
CP03289,5,5,141900.55,1,0
CP03290,3,3,34861.66,1,0
CP03291,9,9,73023.03,6,1
CP03292,7,7,70628.17,2,1
CP03293,3,3,22865.239999999998,0,0
CP03294,9,9,112073.83,3,1
CP03296,5,5,121942.58,1,0
CP03297,3,3,11450.26,0,0
CP03298,1,1,30982.53,1,0
CP03299,3,3,29707.71,3,0
CP03300,8,8,75296.47,5,1
CP03301,4,4,16101.13,2,0
CP03302,5,5,29187.15,3,1
CP03303,5,5,105093.14,1,0
CP03304,3,3,79419.38,1,0
CP03305,7,7,60866.95,2,1
CP03306,5,5,46217.34,1,0
CP03307,5,6,152199.54,3,1
CP03308,8,8,109253.17,2,1
CP03309,6,6,73847.98,1,0
CP03310,7,7,136828.19,3,1
CP03311,9,9,63392.98,5,1
CP03312,3,3,17716.61,2,0
CP03313,5,5,26756.46,0,0
CP03314,7,7,67780.03,3,1
CP03315,5,5,34266.96,2,1
CP03316,1,1,12179.85,0,0
CP03317,2,2,18951.33,0,0
CP03318,5,5,57501.56,2,1
CP03319,4,4,36891.19,0,0
CP03320,4,4,78189.89,0,0
CP03321,5,5,43751.33,2,1
CP03322,2,2,41717.6,0,0
CP03323,5,5,45222.01,4,1
CP03324,2,2,14415.83,0,0
CP03325,4,4,17595.91,1,0
CP03326,2,2,3537.12,1,0
CP03327,6,6,60935.97,2,1
CP03328,4,4,46469.26,2,0
CP03329,4,4,27704.95,3,0
CP03330,4,4,111815.51999999999,2,0
CP03331,9,9,87480.21,1,0
CP03332,6,6,25949.24,3,1
CP03333,5,5,65168.380000000005,2,1
CP03334,4,4,56246.22,1,0
CP03335,5,5,80261.24,0,0
CP03336,3,3,39306.77,0,0
CP03337,4,4,29706.23,1,0
CP03338,5,5,46336.82,1,0
CP03339,5,5,54130.979999999996,4,1
CP03340,5,5,95349.34,2,1
CP03341,9,9,243123.08,3,1
CP03342,4,4,42817.51,1,0
CP03343,5,5,170599.45,3,1
CP03344,3,3,30927.86,1,0
CP03345,1,1,5536.04,0,0
CP03346,2,2,20266.78,1,0
CP03347,4,4,25736.58,1,0
CP03348,6,6,53893.630000000005,1,0
CP03349,4,4,37675.049999999996,3,0
CP03350,1,1,1680.19,0,0
CP03351,5,5,70609.47,2,1
CP03352,4,4,21992.129999999997,1,0
CP03353,5,5,30355.510000000002,1,0
CP03354,3,3,43963.770000000004,1,0
CP03355,4,4,41373.97,1,0
CP03356,9,9,98293.13,5,1
CP03357,4,4,33631.83,0,0
CP03358,6,6,56142.26,2,1
CP03359,5,5,82643.23,3,1
CP03360,6,6,60309.19,2,1
CP03361,4,4,59000.51,2,0
CP03362,4,4,81391.7,4,0
CP03363,3,3,16886.28,1,0
CP03364,2,2,129203.97,2,0
CP03365,8,8,53427.2,3,1
CP03366,1,1,6147.01,0,0
CP03367,2,2,27744.45,0,0
CP03368,5,5,200667.65,3,1
CP03369,5,5,66369.17,1,0
CP03370,5,5,104638.32,2,1
CP03371,2,2,38742.93,0,0
CP03372,4,4,36146.520000000004,0,0
CP03373,3,3,20866.88,3,0
CP03374,3,3,30208.72,1,0
CP03375,3,3,32671.64,1,0
CP03376,9,9,85046.72,7,1
CP03377,1,1,8879.1,1,0
CP03378,5,5,52729.32,3,1
CP03379,7,7,44159.69,2,1
CP03380,5,5,105969.22,3,1
CP03381,2,2,45908.92,1,0
CP03382,5,5,120166.23000000001,2,1
CP03383,4,4,17332.81,0,0
CP03384,8,8,116583.13,2,1
CP03385,2,2,48080.88,0,0
CP03386,4,4,23096.42,2,0
CP03387,8,8,83876.04,5,1
CP03388,8,8,101812.99,3,1
CP03389,3,3,24554.11,1,0
CP03390,5,5,49015.51,1,0
CP03391,7,7,60159.17,5,1
CP03392,4,4,471460.14999999997,3,0
CP03393,2,2,16283.72,0,0
CP03394,3,3,189461.08000000002,0,0
CP03395,5,5,39851.95,1,0
CP03396,8,8,69497.29000000001,0,0
CP03397,6,6,97562.9,1,0
CP03398,4,4,28545.489999999998,3,0
CP03399,5,5,27610.690000000002,3,1
CP03400,3,3,44491.25,2,0
CP03401,4,4,30447.6,3,0
CP03402,3,3,15905.99,0,0
CP03403,3,3,15265.369999999999,1,0
CP03404,7,7,90869.43000000001,1,0
CP03405,3,3,18960.940000000002,1,0
CP03406,4,4,129221.11,3,0
CP03407,6,6,42704.590000000004,4,1
CP03408,2,2,4017.49,1,0
CP03409,6,6,51656.19,3,1
CP03410,8,8,102322.53,3,1
CP03411,4,4,26904.41,2,0
CP03412,3,4,34813.53,0,0
CP03413,6,6,32475.34,1,0
CP03414,5,5,93998.09000000001,1,0
CP03415,5,5,33270.15,3,1
CP03416,5,5,16309.630000000001,4,1
CP03417,3,3,31244.620000000003,1,0
CP03418,7,7,109321.12,2,1
CP03419,4,4,17430.89,1,0
CP03420,5,5,67059.02,1,0
CP03421,5,5,41950.270000000004,2,1
CP03422,5,5,30906.309999999998,1,0
CP03423,5,5,25260.88,1,0
CP03424,6,6,250877.17,2,1
CP03425,7,7,49823.67,3,1
CP03426,3,3,4441.01,2,0
CP03427,3,3,14424.23,1,0
CP03428,8,8,71151.83,4,1
CP03429,5,5,22161.49,3,1
CP03430,7,7,77632.76000000001,3,1
CP03431,3,3,22898.03,3,0
CP03432,4,4,36061.95,3,0
CP03433,3,3,17199.62,3,0
CP03434,6,6,36657.99,3,1
CP03435,2,2,13686.69,0,0
CP03436,5,5,81726.48999999999,3,1
CP03437,9,9,146760.65,2,1
CP03438,4,4,12403.16,3,0
CP03439,5,5,51473.92,1,0
CP03440,4,4,33951.74,1,0
CP03441,8,8,159394.88,3,1
CP03442,1,1,12199.66,1,0
CP03443,4,4,49246.020000000004,0,0
CP03444,3,3,9336.58,2,0
CP03445,4,4,42319.61,2,0
CP03446,7,7,100483.48999999999,0,0
CP03447,1,1,6410.83,0,0
CP03448,5,5,87303.88,3,1
CP03449,5,5,50268.39,4,1
CP03450,5,5,104057.73999999999,2,1
CP03451,6,6,123625.45,4,1
CP03452,2,2,27210.09,0,0
CP03453,4,4,16745.420000000002,3,0
CP03455,9,9,68415.7,4,1
CP03456,4,4,71351.86,1,0
CP03457,6,6,57574.44,1,0
CP03458,6,6,57046.56,1,0
CP03459,2,2,34692.07,2,0
CP03460,8,8,125387.90000000001,5,1
CP03461,3,3,23215.87,1,0
CP03462,5,5,46069.37,2,1
CP03463,4,4,19502.5,1,0
CP03464,6,6,46767.64,2,1
CP03465,6,6,51588.12,3,1
CP03466,5,5,80391.83,2,1
CP03467,4,4,60249.56,0,0
CP03468,7,7,131295.21,2,1
CP03469,4,4,27341.96,3,0
CP03470,4,4,33491.28,3,0
CP03471,3,3,24709.23,1,0
CP03472,5,5,36755.62,5,1
CP03473,6,6,67012.51,2,1
CP03474,4,4,75487.19,0,0
CP03475,4,4,35989.21,3,0
CP03476,4,4,20438.96,0,0
CP03477,3,3,47346.990000000005,1,0
CP03478,4,4,59609.99,2,0
CP03479,7,7,73268.51,3,1
CP03480,4,4,24483.59,1,0
CP03481,6,6,52470.25,3,1
CP03482,5,5,110618.68,2,1
CP03483,2,2,32768.880000000005,1,0
CP03484,7,7,60553.02,2,1
CP03485,7,7,143060.56,3,1
CP03486,5,5,71493.51000000001,3,1
CP03487,2,2,54580.47,1,0
CP03488,5,5,67590.39,2,1
CP03489,3,3,9329.31,2,0
CP03490,2,2,10999.5,2,0
CP03491,5,5,58639.97,3,1
CP03492,6,6,32533.559999999998,2,1
CP03493,7,7,85869.72,3,1
CP03494,8,8,50405.29,5,1
CP03495,3,3,22524.43,2,0
CP03496,4,4,39571.75,2,0
CP03497,3,3,7209.280000000001,2,0
CP03498,4,4,14201.32,2,0
CP03499,4,4,54399.86,0,0
CP03500,3,3,18625.12,0,0
CP03501,5,5,30145.949999999997,3,1
CP03502,4,4,50641.25,1,0
CP03503,9,9,82254.99,5,1
CP03504,3,3,31653.94,2,0
CP03505,7,7,165470.71,6,1
CP03506,6,6,33137.61,0,0
CP03507,4,4,91260.84,1,0
CP03508,1,1,13785.88,0,0
CP03509,8,8,88376.67,1,0
CP03510,2,2,7720.26,1,0
CP03511,2,2,9013.970000000001,0,0
CP03512,8,8,79870.38,1,0
CP03513,2,2,60032.96,1,0
CP03514,5,5,75787.61,2,1
CP03515,2,2,167785.94,0,0
CP03516,3,3,27621.57,1,0
CP03517,1,1,1620.77,0,0
CP03518,5,5,20312.3,0,0
CP03519,5,5,41783.44,2,1
CP03520,5,5,28749.64,1,0
CP03521,8,8,100489.72,2,1
CP03522,5,5,47510.29,3,1
CP03523,9,9,185862.63999999998,3,1
CP03524,4,4,80316.13,2,0
CP03525,5,6,78988.8,2,1
CP03526,2,2,20503.94,0,0
CP03527,3,3,19177.57,1,0
CP03528,8,8,115913.24,4,1
CP03529,3,3,13042.65,1,0
CP03530,7,7,37773.82,1,0
CP03531,1,1,8438.97,0,0
CP03532,4,4,60890.84,2,0
CP03533,6,6,47461.979999999996,2,1
CP03534,4,4,52060.42,1,0
CP03535,8,9,79280.06,2,1
CP03536,2,2,12313.24,0,0
CP03537,1,1,10616.04,0,0
CP03538,1,1,42138.42,0,0
CP03539,2,2,16162.9,0,0
CP03540,4,5,61341.979999999996,2,0
CP03541,4,4,51744.69,2,0
CP03542,2,2,6938.21,1,0
CP03543,2,2,35623.19,1,0
CP03544,5,5,64459.0,2,1
CP03545,4,4,138972.88999999998,3,0
CP03546,7,7,83342.9,2,1
CP03547,4,4,35832.16,1,0
CP03548,4,4,16716.74,1,0
CP03549,5,5,47738.42,1,0
CP03550,1,1,54908.29,1,0
CP03551,3,3,18183.8,2,0
CP03552,5,5,47931.520000000004,3,1
CP03553,3,3,33516.62,1,0
CP03554,7,7,40607.7,4,1
CP03555,6,6,39286.47,1,0
CP03556,5,5,57181.479999999996,2,1
CP03557,3,3,28220.92,2,0
CP03558,6,6,97678.35,2,1
CP03559,3,3,20983.19,2,0
CP03560,6,6,41984.47,1,0
CP03561,7,7,190131.47,3,1
CP03562,10,10,110191.22,3,1
CP03563,5,5,92308.82,1,0
CP03564,3,3,32942.05,1,0
CP03565,3,3,88728.31999999999,1,0
CP03566,4,4,34858.39,3,0
CP03567,4,4,33874.619999999995,1,0
CP03568,6,6,46650.78,3,1
CP03569,2,2,25100.42,0,0
CP03570,4,4,25359.949999999997,0,0
CP03571,3,3,28761.86,1,0
CP03572,11,11,87854.92,4,1
CP03573,2,2,41892.15,2,0
CP03574,4,4,59184.85,2,0
CP03575,8,8,100959.67,2,1
CP03576,2,2,42554.28999999999,1,0
CP03577,3,3,33639.259999999995,2,0
CP03578,4,4,32454.61,1,0
CP03579,4,4,112643.21,1,0
CP03580,4,4,46316.619999999995,0,0
CP03581,3,3,55368.83,1,0
CP03582,9,9,100830.32,4,1
CP03583,5,5,47873.73,3,1
CP03584,7,7,66974.73999999999,3,1
CP03585,7,7,67511.93,6,1
CP03586,2,2,20454.57,1,0
CP03587,8,8,175492.9,2,1
CP03588,3,3,42575.130000000005,0,0
CP03589,1,1,34004.05,1,0
CP03590,4,4,66643.78,1,0
CP03591,6,6,51400.08,2,1
CP03592,3,3,18324.12,2,0
CP03593,6,6,73829.14,3,1
CP03594,5,5,28968.79,1,0
CP03595,5,5,62043.56,2,1
CP03596,7,7,40837.840000000004,3,1
CP03597,2,2,15058.17,1,0
CP03598,6,6,45811.93,4,1
CP03599,5,5,69574.86,3,1
CP03600,3,3,53303.17,1,0
CP03601,5,5,60531.880000000005,1,0
CP03602,7,7,71117.51,3,1
CP03603,7,7,56874.06,2,1
CP03604,8,8,179745.46,2,1
CP03605,6,6,97791.59,2,1
CP03606,5,5,91805.39,2,1
CP03607,3,3,18920.95,1,0
CP03608,1,1,8020.39,0,0
CP03609,8,8,152788.46,4,1
CP03610,5,5,41366.0,1,0
CP03611,5,5,29142.93,2,1
CP03612,3,3,17998.23,1,0
CP03613,4,4,10760.21,4,0
CP03614,1,1,1577.52,1,0
CP03615,5,5,23585.57,2,1
CP03616,6,6,72688.32,1,0
CP03617,6,6,77405.47,3,1
CP03618,5,5,51900.579999999994,3,1
CP03619,5,5,21039.23,1,0
CP03620,6,6,116001.54,3,1
CP03621,4,4,73535.82,3,0
CP03622,1,1,3893.87,1,0
CP03623,6,6,30498.21,2,1
CP03624,7,7,102270.45999999999,5,1
CP03625,6,6,52361.0,2,1
CP03626,5,5,52018.92,2,1
CP03627,3,3,14381.06,1,0
CP03628,6,6,53438.560000000005,2,1
CP03629,5,5,65944.11,2,1
CP03630,3,3,24975.76,0,0
CP03631,5,5,39235.48,3,1
CP03632,5,5,63925.55,5,1
CP03633,6,6,33434.36,2,1
CP03634,4,4,33786.37,2,0
CP03635,5,5,26076.85,1,0
CP03636,3,3,12375.72,1,0
CP03637,7,7,63026.22,2,1
CP03638,6,6,32761.35,3,1
CP03639,3,3,16027.22,1,0
CP03640,7,7,79086.8,3,1
CP03641,4,4,70632.03,1,0
CP03644,5,5,46583.270000000004,2,1
CP03645,5,5,42345.66,3,1
CP03646,5,5,53253.0,0,0
CP03647,6,6,66731.77,2,1
CP03648,5,5,67321.29999999999,2,1
CP03649,4,4,39433.479999999996,2,0
CP03650,9,9,153532.72,3,1
CP03651,5,5,43706.880000000005,1,0
CP03652,2,2,10135.85,1,0
CP03653,2,2,39032.41,0,0
CP03654,3,3,37321.05,2,0
CP03655,6,6,52811.35,1,0
CP03656,5,5,26653.39,2,1
CP03658,1,1,20011.69,0,0
CP03659,6,6,37655.11,2,1
CP03660,6,6,66830.65,3,1
CP03661,7,7,45126.23,4,1
CP03662,5,5,38882.2,2,1
CP03663,2,2,14366.599999999999,1,0
CP03664,4,4,24335.33,2,0
CP03665,6,6,56430.57,3,1
CP03666,6,6,73124.98,4,1
CP03667,3,3,25025.440000000002,1,0
CP03668,5,5,31060.79,3,1
CP03669,3,3,18632.53,2,0
CP03670,4,4,45033.41,1,0
CP03671,5,5,35470.05,2,1
CP03672,4,4,26765.23,1,0
CP03673,5,5,62123.759999999995,3,1
CP03674,1,1,3978.45,0,0
CP03675,2,2,40032.11,0,0
CP03676,3,3,98237.18000000001,1,0
CP03677,8,8,109846.65,3,1
CP03678,8,8,99392.3,3,1
CP03679,5,5,111486.34,4,1
CP03680,8,8,107072.05,1,0
CP03681,7,7,68455.11,1,0
CP03682,10,10,66485.66,6,1
CP03683,2,2,26652.339999999997,1,0
CP03684,7,7,102392.81,1,0
CP03685,7,7,95024.23999999999,4,1
CP03686,3,3,48325.8,0,0
CP03687,3,3,10219.94,1,0
CP03688,8,8,105622.48,3,1
CP03689,2,2,4494.08,0,0
CP03690,1,1,3129.28,0,0
CP03691,5,5,39129.19,1,0
CP03692,4,4,25173.85,3,0
CP03694,3,3,17053.4,1,0
CP03695,7,7,67406.2,3,1
CP03696,3,3,22379.190000000002,0,0
CP03697,8,8,86265.6,5,1
CP03698,7,7,72135.69,1,0
CP03699,3,3,7998.87,1,0
CP03700,4,4,58260.7,0,0
CP03701,1,1,12897.71,0,0
CP03702,3,4,74130.48,2,0
CP03703,6,7,70205.75,1,0
CP03704,5,5,36792.2,0,0
CP03705,3,3,11236.21,0,0
CP03706,2,2,23060.519999999997,2,0
CP03707,7,7,24370.24,1,0
CP03708,3,3,18198.08,1,0
CP03709,6,6,62576.90000000001,2,1
CP03710,5,5,21684.29,1,0
CP03711,4,4,49946.14,1,0
CP03712,4,4,17736.05,1,0
CP03713,8,8,61652.17,4,1
CP03714,4,4,51869.090000000004,1,0
CP03715,2,2,13855.810000000001,0,0
CP03716,6,6,45849.5,2,1
CP03717,2,2,25926.22,1,0
CP03718,2,2,6200.3,0,0
CP03719,8,8,95921.84,5,1
CP03720,8,8,41961.81,5,1
CP03721,9,9,70974.67,1,0
CP03722,3,3,21053.39,3,0
CP03723,3,3,30792.61,0,0
CP03724,6,6,98969.14,2,1
CP03725,9,9,63858.99,5,1
CP03726,3,3,15750.0,2,0
CP03727,3,3,46167.9,3,0
CP03728,5,5,11249.25,1,0
CP03729,4,4,25728.760000000002,3,0
CP03730,3,3,16439.690000000002,2,0
CP03731,2,2,1223.48,2,0
CP03732,6,6,43855.33,5,1
CP03733,5,5,38388.92,3,1
CP03734,3,3,20994.489999999998,2,0
CP03735,3,3,22412.22,0,0
CP03736,5,5,63326.1,1,0
CP03737,5,5,79959.81,2,1
CP03738,1,1,4308.21,1,0
CP03739,3,3,17683.21,0,0
CP03740,4,4,54102.380000000005,1,0
CP03741,3,3,28150.74,3,0
CP03742,5,5,21295.64,2,1
CP03743,5,5,50087.17,1,0
CP03744,3,3,27908.01,2,0
CP03745,7,7,58479.11,1,0
CP03746,2,2,29620.09,0,0
CP03747,5,5,20592.16,2,1
CP03748,5,5,55421.020000000004,1,0
CP03749,7,7,78869.47,3,1
CP03750,2,2,7263.389999999999,0,0
CP03751,1,1,49410.21,1,0
CP03752,3,3,15544.119999999999,2,0
CP03753,5,5,44051.93,4,1
CP03754,2,2,4848.56,1,0
CP03755,6,6,110199.04999999999,2,1
CP03756,5,5,87218.61,4,1
CP03757,3,3,23029.239999999998,1,0
CP03759,2,2,4691.25,0,0
CP03760,4,4,28007.41,2,0
CP03761,3,3,7661.719999999999,2,0
CP03762,10,10,91478.72,3,1
CP03763,2,2,19102.059999999998,1,0
CP03764,8,8,84312.23,3,1
CP03765,4,4,33422.26,2,0
CP03766,3,3,34592.0,0,0
CP03767,5,5,60817.71,1,0
CP03768,3,3,47873.76,1,0
CP03769,3,3,5919.55,0,0
CP03770,4,4,28157.59,2,0
CP03771,6,6,56008.26,3,1
CP03772,9,9,143584.65,1,0
CP03773,3,3,9410.06,1,0
CP03774,4,4,35955.84,2,0
CP03775,7,7,110713.51,3,1
CP03776,5,5,45447.729999999996,1,0
CP03777,1,1,3622.46,0,0
CP03778,2,2,15135.85,1,0
CP03779,5,5,38071.21,2,1
CP03780,6,6,130287.23999999999,1,0
CP03781,2,2,5459.45,1,0
CP03782,7,7,73016.24,4,1
CP03783,2,2,32490.010000000002,0,0
CP03784,5,5,25515.43,2,1
CP03785,5,5,39952.4,2,1
CP03786,6,6,107119.29,6,1
CP03787,3,3,24065.46,1,0
CP03788,5,5,40562.22,4,1
