alert_id,customer_id,alert_date,risk_category,risk_driver,risk_score,alert_amount,disposition,escalated_flag,month
FCA00967,CUST10891,2026-08-26,KYC/EDD,PEP Exposure,44.0,24447.09,Closed - Explained,0,2026-08
FCA00968,CUST10169,2026-03-10,Sanctions,Watchlist Exposure,40.0,15031.39,Closed - Explained,0,2026-03
FCA00969,CUST11043,2026-09-15,KYC/EDD,Source of Funds,33.0,5787.53,Closed - Explained,0,2026-09
FCA00970,CUST10712,2026-04-02,Fraud,Velocity Spike,77.0,1998.18,Escalated,1,2026-04
FCA00971,CUST10535,2026-07-15,Transaction Monitoring,Unusual Volume,69.0,32310.02,Escalated,1,2026-07
FCA00972,CUST10871,2026-08-26,Transaction Monitoring,Structuring,55.0,82850.66,Closed - Explained,0,2026-08
FCA00973,CUST10621,2026-09-25,Transaction Monitoring,Rapid Movement,62.0,66629.7,Escalated,1,2026-09
FCA00974,CUST11039,2026-03-19,KYC/EDD,Source of Funds,59.0,12886.79,Closed - Explained,0,2026-03
FCA00975,CUST11079,2026-03-26,Fraud,Suspicious Merchant,73.0,21528.05,Closed - Explained,0,2026-03
FCA00976,CUST10820,2026-03-19,Transaction Monitoring,High-Risk Wire,38.0,7539.64,Closed - Explained,0,2026-03
FCA00977,CUST11074,2026-09-21,Sanctions,Watchlist Exposure,61.0,14008.33,Escalated,1,2026-09
FCA00978,CUST10285,2026-08-03,Transaction Monitoring,Rapid Movement,68.0,45484.8,Closed - Explained,0,2026-08
FCA00979,CUST10106,2026-03-02,Sanctions,High-Risk Geography,53.0,5327.28,Closed - Explained,0,2026-03
FCA00980,CUST10622,2026-07-24,Transaction Monitoring,High-Risk Wire,46.0,8285.32,Closed - Explained,0,2026-07
FCA00981,CUST11031,2026-01-18,Transaction Monitoring,Unusual Volume,72.0,7041.86,Closed - Explained,0,2026-01
FCA00982,CUST10586,2026-07-17,Transaction Monitoring,Rapid Movement,99.0,5173.88,Escalated,1,2026-07
FCA00983,CUST11101,2026-05-08,Transaction Monitoring,High-Risk Wire,90.0,6810.32,Escalated,1,2026-05
FCA00984,CUST10178,2026-08-19,KYC/EDD,Adverse Media,75.0,21110.16,Escalated,1,2026-08
FCA00985,CUST10297,2026-06-04,Transaction Monitoring,Rapid Movement,68.0,50023.91,Escalated,1,2026-06
FCA00986,CUST10612,2026-03-14,Transaction Monitoring,Structuring,41.0,90717.31,Closed - Explained,0,2026-03
FCA00987,CUST10421,2026-01-29,KYC/EDD,Source of Funds,52.0,14846.04,Closed - Explained,0,2026-01
FCA00988,CUST10261,2026-04-26,Sanctions,Watchlist Exposure,93.0,189321.69,Closed - Explained,0,2026-04
FCA00989,CUST11053,2026-09-20,Fraud,Suspicious Merchant,93.0,39726.0,Closed - Explained,0,2026-09
FCA00990,CUST10541,2026-04-27,Sanctions,Name Match,45.0,8505.1,Closed - Explained,0,2026-04
FCA00991,CUST11112,2026-08-05,Transaction Monitoring,High-Risk Wire,30.0,45786.41,Closed - Explained,0,2026-08
FCA00992,CUST10403,2026-04-26,Transaction Monitoring,High-Risk Wire,26.0,47817.01,Closed - Explained,0,2026-04
FCA00993,CUST10550,2026-08-21,Fraud,Account Takeover,43.0,4271.86,Closed - Explained,0,2026-08
FCA00994,CUST10650,2026-09-24,Transaction Monitoring,High-Risk Wire,64.0,54086.47,Escalated,1,2026-09
FCA00995,CUST10125,2026-08-05,Fraud,Suspicious Merchant,69.0,6904.59,Closed - Explained,0,2026-08
FCA00996,CUST11094,2026-07-03,Fraud,Velocity Spike,62.0,58724.28,Closed - Explained,0,2026-07
FCA00997,CUST10503,2026-09-02,KYC/EDD,PEP Exposure,76.0,530187.29,Escalated,1,2026-09
FCA00998,CUST10845,2026-01-20,Transaction Monitoring,Unusual Volume,43.0,11785.7,Closed - Explained,0,2026-01
FCA00999,CUST10821,2026-05-23,Sanctions,Name Match,46.0,129041.45,Closed - Explained,0,2026-05
FCA01000,CUST10874,2026-04-29,Transaction Monitoring,Structuring,61.0,15713.05,Closed - Explained,0,2026-04
FCA01001,CUST10749,2026-06-16,Transaction Monitoring,Rapid Movement,76.0,55506.19,Escalated,1,2026-06
FCA01002,CUST10654,2026-04-06,KYC/EDD,Source of Funds,83.0,10856.75,Closed - Explained,0,2026-04
FCA01003,CUST10502,2026-08-14,Sanctions,Name Match,56.0,25215.19,Closed - Explained,0,2026-08
FCA01004,CUST10104,2026-06-10,Transaction Monitoring,High-Risk Wire,44.0,55211.89,Escalated,1,2026-06
FCA01005,CUST10060,2026-07-02,Sanctions,High-Risk Geography,61.0,66469.43,Escalated,1,2026-07
FCA01006,CUST10921,2026-07-24,Fraud,Account Takeover,47.0,44172.52,Closed - Explained,0,2026-07
FCA01007,CUST10102,2026-08-07,Transaction Monitoring,Unusual Volume,70.0,31316.53,Closed - Explained,0,2026-08
FCA01008,CUST10252,2026-09-11,Transaction Monitoring,Rapid Movement,31.0,17305.53,Escalated,1,2026-09
FCA01009,CUST10575,2026-07-06,Transaction Monitoring,Structuring,72.0,10881.38,Escalated,1,2026-07
FCA01010,CUST10727,2026-08-22,Fraud,Suspicious Merchant,59.0,51592.25,Closed - Explained,0,2026-08
FCA01011,CUST11019,2026-09-11,Transaction Monitoring,Unusual Volume,60.0,5186.6,Escalated,1,2026-09
FCA01012,CUST10960,2026-01-27,Transaction Monitoring,Unusual Volume,74.0,138888.57,Closed - Explained,0,2026-01
FCA01013,CUST10063,2026-07-30,Transaction Monitoring,High-Risk Wire,54.0,11363.63,Closed - Explained,0,2026-07
FCA01014,CUST10286,2026-01-08,Fraud,Account Takeover,42.0,64449.32,Closed - Explained,0,2026-01
FCA01015,CUST10267,2026-09-30,Transaction Monitoring,High-Risk Wire,66.0,6783.39,Closed - Explained,0,2026-09
FCA01016,CUST10317,2026-04-06,Transaction Monitoring,Rapid Movement,34.0,71277.15,Closed - Explained,0,2026-04
FCA01017,CUST10908,2026-01-14,Fraud,Geo Anomaly,44.0,20340.28,Closed - Explained,0,2026-01
FCA01018,CUST10351,2026-08-12,Transaction Monitoring,High-Risk Wire,73.0,12303.17,Closed - Explained,0,2026-08
FCA01019,CUST10232,2026-04-13,Fraud,Velocity Spike,36.0,163807.78,Closed - Explained,0,2026-04
FCA01020,CUST10313,2026-05-23,KYC/EDD,PEP Exposure,66.0,91638.83,Escalated,1,2026-05
FCA01021,CUST10642,2026-07-17,KYC/EDD,PEP Exposure,59.0,37359.77,Escalated,1,2026-07
FCA01022,CUST10273,2026-03-18,Sanctions,Watchlist Exposure,86.0,76901.32,Escalated,1,2026-03
FCA01023,CUST10150,2026-04-03,Transaction Monitoring,Structuring,55.0,25724.42,Closed - Explained,0,2026-04
FCA01024,CUST10420,2026-01-15,Transaction Monitoring,Unusual Volume,34.0,14493.35,Closed - Explained,0,2026-01
FCA01025,CUST10519,2026-07-13,Transaction Monitoring,Structuring,74.0,8175.23,Escalated,1,2026-07
FCA01026,CUST11135,2026-01-09,KYC/EDD,Source of Funds,46.0,31563.25,Closed - Explained,0,2026-01
FCA01027,CUST11118,2026-06-06,KYC/EDD,Adverse Media,65.0,18329.79,Escalated,1,2026-06
FCA01028,CUST11074,2026-05-19,Transaction Monitoring,High-Risk Wire,38.0,10228.5,Closed - Explained,0,2026-05
FCA01029,CUST10673,2026-04-08,Sanctions,High-Risk Geography,58.0,12134.89,Closed - Explained,0,2026-04
FCA01030,CUST10032,2026-08-16,KYC/EDD,PEP Exposure,47.0,64909.31,Closed - Explained,0,2026-08
FCA01031,CUST10068,2026-07-27,Transaction Monitoring,High-Risk Wire,57.0,33646.4,Closed - Explained,0,2026-07
FCA01032,CUST10332,2026-04-01,KYC/EDD,Source of Funds,52.0,31750.13,Escalated,1,2026-04
FCA01033,CUST10602,2026-07-16,Transaction Monitoring,Unusual Volume,94.0,2997.66,Escalated,1,2026-07
FCA01034,CUST10045,2026-03-08,Sanctions,Watchlist Exposure,77.0,3572.37,Escalated,1,2026-03
FCA01035,CUST10402,2026-03-02,Fraud,Suspicious Merchant,53.0,42026.38,Closed - Explained,0,2026-03
FCA01036,CUST11183,2026-05-15,Fraud,Velocity Spike,31.0,11003.57,Closed - Explained,0,2026-05
FCA01037,CUST11197,2026-02-28,Transaction Monitoring,High-Risk Wire,63.0,26587.39,Escalated,1,2026-02
FCA01038,CUST11150,2026-01-31,Transaction Monitoring,Unusual Volume,53.0,7964.44,Closed - Explained,0,2026-01
FCA01039,CUST10876,2026-01-16,Transaction Monitoring,Rapid Movement,49.0,5514.05,Closed - Explained,0,2026-01
FCA01040,CUST10717,2026-01-18,Transaction Monitoring,Unusual Volume,62.0,28363.89,Closed - Explained,0,2026-01
FCA01041,CUST11171,2026-09-03,Fraud,Geo Anomaly,20.0,104650.68,Closed - Explained,0,2026-09
FCA01042,CUST10007,2026-06-17,KYC/EDD,PEP Exposure,87.0,14437.26,Escalated,1,2026-06
FCA01043,CUST11075,2026-08-13,Fraud,Suspicious Merchant,93.0,24740.35,Escalated,1,2026-08
FCA01044,CUST11151,2026-08-16,Transaction Monitoring,Structuring,43.0,56504.25,Closed - Explained,0,2026-08
FCA01045,CUST10520,2026-01-27,KYC/EDD,PEP Exposure,63.0,8493.07,Closed - Explained,0,2026-01
FCA01046,CUST10494,2026-07-06,Transaction Monitoring,Rapid Movement,88.0,10199.53,Escalated,1,2026-07
FCA01047,CUST10964,2026-02-02,Transaction Monitoring,High-Risk Wire,40.0,33719.84,Closed - Explained,0,2026-02
FCA01048,CUST10084,2026-09-22,Fraud,Account Takeover,65.0,5765.96,Escalated,1,2026-09
FCA01049,CUST11150,2026-08-13,Transaction Monitoring,Rapid Movement,56.0,32138.18,Closed - Explained,0,2026-08
FCA01050,CUST10250,2026-07-18,Sanctions,Name Match,60.0,24121.12,Escalated,1,2026-07
FCA01051,CUST10042,2026-06-03,Fraud,Velocity Spike,65.0,40048.31,Closed - Explained,0,2026-06
FCA01052,CUST10147,2026-03-05,Sanctions,Name Match,73.0,50801.94,Closed - Explained,0,2026-03
FCA01053,CUST10412,2026-06-20,Transaction Monitoring,Rapid Movement,54.0,44482.97,Closed - Explained,0,2026-06
FCA01054,CUST10978,2026-03-09,Fraud,Suspicious Merchant,100.0,36136.59,Escalated,1,2026-03
FCA01055,CUST10342,2026-03-12,Fraud,Geo Anomaly,25.0,15393.35,Escalated,1,2026-03
FCA01056,CUST11149,2026-06-04,KYC/EDD,Source of Funds,56.0,72061.9,Escalated,1,2026-06
FCA01057,CUST10256,2026-08-21,Sanctions,High-Risk Geography,38.0,103764.24,Closed - Explained,0,2026-08
FCA01058,CUST10068,2026-02-24,Transaction Monitoring,Unusual Volume,67.0,25306.2,Closed - Explained,0,2026-02
FCA01059,CUST10303,2026-02-24,Transaction Monitoring,Structuring,83.0,23960.91,Closed - Explained,0,2026-02
FCA01060,CUST10741,2026-04-30,Transaction Monitoring,Unusual Volume,45.0,55107.98,Escalated,1,2026-04
FCA01061,CUST10515,2026-05-09,Sanctions,High-Risk Geography,41.0,16629.02,Closed - Explained,0,2026-05
FCA01062,CUST10378,2026-02-07,Fraud,Geo Anomaly,60.0,17453.42,Closed - Explained,0,2026-02
FCA01063,CUST10273,2026-03-28,Transaction Monitoring,Unusual Volume,61.0,2234.83,Escalated,1,2026-03
FCA01064,CUST11107,2026-05-05,KYC/EDD,PEP Exposure,46.0,51593.28,Closed - Explained,0,2026-05
FCA01065,CUST11166,2026-02-24,Transaction Monitoring,Unusual Volume,39.0,19741.2,Closed - Explained,0,2026-02
FCA01066,CUST10863,2026-04-17,Fraud,Geo Anomaly,39.0,959.14,Closed - Explained,0,2026-04
FCA01067,CUST10601,2026-06-20,Transaction Monitoring,High-Risk Wire,23.0,285676.07,Closed - Explained,0,2026-06
FCA01068,CUST10472,2026-01-07,Transaction Monitoring,High-Risk Wire,35.0,43313.33,Closed - Explained,0,2026-01
FCA01069,CUST10407,2026-09-29,KYC/EDD,KYC Refresh,81.0,54665.35,Escalated,1,2026-09
FCA01070,CUST10510,2026-03-23,KYC/EDD,Adverse Media,69.0,29533.18,Closed - Explained,0,2026-03
FCA01071,CUST10942,2026-08-31,KYC/EDD,KYC Refresh,92.0,61302.06,Escalated,1,2026-08
FCA01072,CUST10748,2026-06-22,Transaction Monitoring,High-Risk Wire,76.0,75337.02,Closed - Explained,0,2026-06
FCA01073,CUST10726,2026-08-18,Transaction Monitoring,Unusual Volume,62.0,13294.45,Closed - Explained,0,2026-08
FCA01074,CUST10056,2026-09-11,Transaction Monitoring,Structuring,58.0,342875.18,Closed - Explained,0,2026-09
FCA01075,CUST11093,2026-07-03,Transaction Monitoring,High-Risk Wire,100.0,19230.44,Escalated,1,2026-07
FCA01076,CUST10250,2026-05-15,KYC/EDD,KYC Refresh,100.0,11560.23,Escalated,1,2026-05
FCA01077,CUST10625,2026-06-27,Transaction Monitoring,Unusual Volume,62.0,17946.37,Escalated,1,2026-06
FCA01078,CUST11140,2026-04-10,Fraud,Velocity Spike,72.0,41469.19,Escalated,1,2026-04
FCA01079,CUST10778,2026-07-13,Fraud,Geo Anomaly,68.0,44711.23,Closed - Explained,0,2026-07
FCA01080,CUST10021,2026-03-01,KYC/EDD,KYC Refresh,36.0,37059.43,Closed - Explained,0,2026-03
FCA01081,CUST10757,2026-08-14,Sanctions,High-Risk Geography,64.0,34199.4,Escalated,1,2026-08
FCA01082,CUST10169,2026-05-22,Transaction Monitoring,Rapid Movement,23.0,5464.76,Closed - Explained,0,2026-05
FCA01083,CUST10850,2026-09-15,KYC/EDD,Adverse Media,73.0,392158.7,Closed - Explained,0,2026-09
FCA01084,CUST10921,2026-03-08,Transaction Monitoring,High-Risk Wire,41.0,8300.28,Closed - Explained,0,2026-03
FCA01085,CUST10571,2026-04-11,Fraud,Account Takeover,57.0,43958.32,Escalated,1,2026-04
FCA01086,CUST10928,2026-04-21,KYC/EDD,PEP Exposure,61.0,24455.29,Closed - Explained,0,2026-04
FCA01087,CUST10271,2026-08-17,Fraud,Suspicious Merchant,39.0,10534.16,Closed - Explained,0,2026-08
FCA01088,CUST10689,2026-05-12,Fraud,Geo Anomaly,91.0,33081.63,Closed - Explained,0,2026-05
FCA01089,CUST11099,2026-02-14,Fraud,Account Takeover,93.0,18073.47,Escalated,1,2026-02
FCA01090,CUST11062,2026-02-17,KYC/EDD,KYC Refresh,48.0,61438.31,Closed - Explained,0,2026-02
FCA01091,CUST10006,2026-06-27,KYC/EDD,Source of Funds,36.0,27775.02,Closed - Explained,0,2026-06
FCA01092,CUST10805,2026-02-23,Sanctions,High-Risk Geography,85.0,91881.42,Escalated,1,2026-02
FCA01093,CUST11132,2026-08-24,KYC/EDD,Adverse Media,84.0,41344.67,Escalated,1,2026-08
FCA01094,CUST10189,2026-07-31,Fraud,Geo Anomaly,60.0,56289.03,Closed - Explained,0,2026-07
FCA01095,CUST10975,2026-04-17,KYC/EDD,Adverse Media,76.0,10260.38,Escalated,1,2026-04
FCA01096,CUST11093,2026-08-31,Transaction Monitoring,High-Risk Wire,61.0,75406.89,Closed - Explained,0,2026-08
FCA01097,CUST10802,2026-09-06,Sanctions,High-Risk Geography,62.0,23978.82,Escalated,1,2026-09
FCA01098,CUST10156,2026-07-01,Fraud,Account Takeover,49.0,12536.31,Closed - Explained,0,2026-07
FCA01099,CUST10431,2026-05-08,Sanctions,High-Risk Geography,64.0,71709.45,Escalated,1,2026-05
FCA01100,CUST11135,2026-08-15,Transaction Monitoring,Unusual Volume,60.0,13885.08,Escalated,1,2026-08
FCA01101,CUST10350,2026-04-29,KYC/EDD,PEP Exposure,27.0,13089.03,Escalated,1,2026-04
FCA01102,CUST10519,2026-04-23,Transaction Monitoring,Unusual Volume,55.0,94085.52,Closed - Explained,0,2026-04
FCA01103,CUST10025,2026-09-16,Fraud,Geo Anomaly,69.0,48029.79,Closed - Explained,0,2026-09
FCA01104,CUST10786,2026-03-16,Transaction Monitoring,Rapid Movement,46.0,7193.02,Closed - Explained,0,2026-03
FCA01105,CUST10202,2026-08-26,KYC/EDD,Source of Funds,83.0,76180.14,Closed - Explained,0,2026-08
FCA01106,CUST10560,2026-09-25,Transaction Monitoring,Rapid Movement,93.0,13495.97,Closed - Explained,0,2026-09
FCA01107,CUST10119,2026-02-26,Fraud,Geo Anomaly,51.0,7236.3,Escalated,1,2026-02
FCA01108,CUST10099,2026-05-11,Fraud,Geo Anomaly,41.0,6952.96,Closed - Explained,0,2026-05
FCA01109,CUST10229,2026-02-10,Transaction Monitoring,Rapid Movement,64.0,100217.21,Escalated,1,2026-02
FCA01110,CUST10875,2026-07-22,Sanctions,Name Match,66.0,34426.49,Closed - Explained,0,2026-07
FCA01111,CUST11001,2026-05-27,Transaction Monitoring,High-Risk Wire,70.0,165831.85,Escalated,1,2026-05
FCA01112,CUST10799,2026-08-19,KYC/EDD,PEP Exposure,26.0,27863.24,Closed - Explained,0,2026-08
FCA01113,CUST10714,2026-03-05,Transaction Monitoring,Unusual Volume,57.0,22515.28,Escalated,1,2026-03
FCA01114,CUST11037,2026-03-09,Fraud,Account Takeover,33.0,24179.85,Closed - Explained,0,2026-03
FCA01115,CUST10563,2026-08-12,Fraud,Suspicious Merchant,54.0,11780.23,Closed - Explained,0,2026-08
FCA01116,CUST10955,2026-03-25,Transaction Monitoring,Structuring,69.0,37880.31,Closed - Explained,0,2026-03
FCA01117,CUST11153,2026-07-30,Sanctions,High-Risk Geography,100.0,14348.15,Escalated,1,2026-07
FCA01118,CUST10675,2026-07-22,Transaction Monitoring,Structuring,41.0,72616.08,Closed - Explained,0,2026-07
FCA01119,CUST10739,2026-04-07,Transaction Monitoring,Rapid Movement,51.0,55976.35,Closed - Explained,0,2026-04
FCA01120,CUST10321,2026-06-27,Transaction Monitoring,Rapid Movement,78.0,28266.09,Escalated,1,2026-06
FCA01121,CUST10331,2026-02-17,Transaction Monitoring,Unusual Volume,56.0,4029.55,Closed - Explained,0,2026-02
FCA01122,CUST11094,2026-04-22,Transaction Monitoring,Structuring,54.0,101594.73,Closed - Explained,0,2026-04
FCA01123,CUST10817,2026-09-07,Sanctions,Name Match,87.0,6687.12,Escalated,1,2026-09
FCA01124,CUST10889,2026-09-21,Sanctions,Name Match,63.0,17670.88,Escalated,1,2026-09
FCA01125,CUST10724,2026-09-19,KYC/EDD,Adverse Media,40.0,16950.14,Closed - Explained,0,2026-09
FCA01126,CUST11164,2026-01-05,Transaction Monitoring,Rapid Movement,59.0,20880.77,Closed - Explained,0,2026-01
FCA01127,CUST10084,2026-06-19,Transaction Monitoring,Structuring,91.0,88143.71,Escalated,1,2026-06
FCA01128,CUST11042,2026-09-02,Transaction Monitoring,Structuring,52.0,2510.04,Closed - Explained,0,2026-09
FCA01129,CUST10661,2026-03-05,Transaction Monitoring,Unusual Volume,74.0,12197.85,Escalated,1,2026-03
FCA01130,CUST10695,2026-09-11,KYC/EDD,PEP Exposure,61.0,23785.92,Escalated,1,2026-09
FCA01131,CUST10594,2026-09-06,Transaction Monitoring,High-Risk Wire,50.0,153448.04,Closed - Explained,0,2026-09
FCA01132,CUST10740,2026-07-30,Sanctions,Watchlist Exposure,51.0,21295.78,Closed - Explained,0,2026-07
FCA01133,CUST10463,2026-08-02,KYC/EDD,PEP Exposure,57.0,20779.12,Closed - Explained,0,2026-08
FCA01134,CUST10786,2026-09-17,Sanctions,High-Risk Geography,84.0,28637.86,Escalated,1,2026-09
FCA01135,CUST10894,2026-09-11,KYC/EDD,Source of Funds,66.0,18945.74,Closed - Explained,0,2026-09
FCA01136,CUST10320,2026-03-01,Transaction Monitoring,Structuring,54.0,28997.3,Closed - Explained,0,2026-03
FCA01137,CUST11005,2026-05-01,Transaction Monitoring,High-Risk Wire,23.0,37376.99,Closed - Explained,0,2026-05
FCA01138,CUST10524,2026-05-27,Sanctions,High-Risk Geography,60.0,50542.0,Closed - Explained,0,2026-05
FCA01139,CUST10746,2026-02-18,Transaction Monitoring,Unusual Volume,77.0,20194.58,Closed - Explained,0,2026-02
FCA01140,CUST10702,2026-09-14,Fraud,Suspicious Merchant,43.0,20880.68,Closed - Explained,0,2026-09
FCA01141,CUST10979,2026-03-09,Transaction Monitoring,High-Risk Wire,39.0,14215.81,Closed - Explained,0,2026-03
FCA01142,CUST10452,2026-06-21,Transaction Monitoring,Rapid Movement,65.0,54286.06,Escalated,1,2026-06
FCA01143,CUST10756,2026-06-17,Transaction Monitoring,Unusual Volume,57.0,30572.93,Escalated,1,2026-06
FCA01144,CUST11068,2026-05-24,Fraud,Account Takeover,62.0,185410.95,Escalated,1,2026-05
FCA01145,CUST10500,2026-09-16,KYC/EDD,Source of Funds,65.0,32859.47,Closed - Explained,0,2026-09
FCA01146,CUST10400,2026-06-22,Fraud,Suspicious Merchant,45.0,54685.44,Escalated,1,2026-06
FCA01147,CUST11006,2026-04-23,Transaction Monitoring,Structuring,52.0,33159.95,Closed - Explained,0,2026-04
FCA01148,CUST10764,2026-09-24,Fraud,Geo Anomaly,43.0,126155.28,Closed - Explained,0,2026-09
FCA01149,CUST11171,2026-06-09,Transaction Monitoring,Unusual Volume,51.0,25807.97,Closed - Explained,0,2026-06
FCA01150,CUST10663,2026-07-05,Transaction Monitoring,Structuring,63.0,84004.59,Escalated,1,2026-07
FCA01151,CUST10267,2026-07-25,Transaction Monitoring,Unusual Volume,63.0,17631.25,Closed - Explained,0,2026-07
FCA01152,CUST10037,2026-07-15,Sanctions,Name Match,55.0,39603.14,Closed - Explained,0,2026-07
FCA01153,CUST10527,2026-04-10,Fraud,Account Takeover,53.0,16035.4,Closed - Explained,0,2026-04
FCA01154,CUST10847,2026-01-08,KYC/EDD,Adverse Media,80.0,36289.17,Escalated,1,2026-01
FCA01155,CUST10409,2026-01-18,Sanctions,High-Risk Geography,100.0,26996.85,Closed - Explained,0,2026-01
FCA01156,CUST10184,2026-05-07,Transaction Monitoring,Structuring,60.0,146439.81,Closed - Explained,0,2026-05
FCA01157,CUST10465,2026-03-04,Fraud,Velocity Spike,80.0,20308.41,Closed - Explained,0,2026-03
FCA01158,CUST10079,2026-01-15,Fraud,Geo Anomaly,74.0,35323.26,Closed - Explained,0,2026-01
FCA01159,CUST10714,2026-05-20,Sanctions,Watchlist Exposure,49.0,50119.66,Closed - Explained,0,2026-05
FCA01160,CUST10318,2026-07-10,KYC/EDD,Adverse Media,27.0,51109.74,Closed - Explained,0,2026-07
FCA01161,CUST10453,2026-07-12,KYC/EDD,PEP Exposure,11.0,35854.14,Closed - Explained,0,2026-07
FCA01162,CUST10425,2026-08-19,Transaction Monitoring,Unusual Volume,33.0,21458.82,Closed - Explained,0,2026-08
FCA01163,CUST10408,2026-08-18,Transaction Monitoring,Structuring,49.0,19537.79,Closed - Explained,0,2026-08
FCA01164,CUST10984,2026-02-25,KYC/EDD,KYC Refresh,74.0,16994.44,Closed - Explained,0,2026-02
FCA01165,CUST11196,2026-04-18,KYC/EDD,PEP Exposure,80.0,98513.95,Closed - Explained,0,2026-04
FCA01166,CUST10616,2026-04-05,Transaction Monitoring,Unusual Volume,42.0,94616.43,Escalated,1,2026-04
FCA01167,CUST10453,2026-07-27,Transaction Monitoring,Structuring,64.0,10667.96,Escalated,1,2026-07
FCA01168,CUST10930,2026-02-20,Transaction Monitoring,High-Risk Wire,47.0,22262.18,Closed - Explained,0,2026-02
FCA01169,CUST10935,2026-03-31,Transaction Monitoring,Unusual Volume,16.0,29816.9,Closed - Explained,0,2026-03
FCA01170,CUST10872,2026-05-03,Sanctions,High-Risk Geography,92.0,15431.99,Closed - Explained,0,2026-05
FCA01171,CUST10460,2026-08-17,Fraud,Geo Anomaly,76.0,15080.18,Escalated,1,2026-08
FCA01172,CUST10288,2026-03-26,Transaction Monitoring,Rapid Movement,49.0,15743.32,Closed - Explained,0,2026-03
FCA01173,CUST10666,2026-03-07,Transaction Monitoring,Structuring,64.0,5317.77,Escalated,1,2026-03
FCA01174,CUST10429,2026-08-06,Transaction Monitoring,Unusual Volume,54.0,6576.68,Closed - Explained,0,2026-08
FCA01175,CUST10287,2026-06-29,Transaction Monitoring,Structuring,43.0,38703.6,Closed - Explained,0,2026-06
FCA01176,CUST10320,2026-06-28,Transaction Monitoring,Rapid Movement,67.0,9859.02,Closed - Explained,0,2026-06
FCA01177,CUST11095,2026-04-18,Transaction Monitoring,Structuring,60.0,14895.79,Closed - Explained,0,2026-04
FCA01178,CUST10296,2026-01-19,Sanctions,High-Risk Geography,49.0,43178.45,Closed - Explained,0,2026-01
FCA01179,CUST10385,2026-04-26,Sanctions,Name Match,40.0,123611.35,Closed - Explained,0,2026-04
FCA01180,CUST10360,2026-08-21,KYC/EDD,Source of Funds,48.0,25926.79,Closed - Explained,0,2026-08
FCA01181,CUST11064,2026-03-24,Transaction Monitoring,Unusual Volume,74.0,25421.41,Escalated,1,2026-03
FCA01182,CUST10806,2026-02-23,Fraud,Suspicious Merchant,67.0,64574.55,Escalated,1,2026-02
FCA01183,CUST10927,2026-03-27,Transaction Monitoring,High-Risk Wire,52.0,44958.85,Closed - Explained,0,2026-03
FCA01184,CUST10300,2026-09-14,KYC/EDD,PEP Exposure,71.0,18275.52,Escalated,1,2026-09
FCA01185,CUST10172,2026-01-27,Transaction Monitoring,Unusual Volume,36.0,20176.89,Closed - Explained,0,2026-01
FCA01186,CUST10518,2026-02-11,Transaction Monitoring,High-Risk Wire,42.0,115687.44,Closed - Explained,0,2026-02
FCA01187,CUST10546,2026-03-13,Fraud,Account Takeover,54.0,41603.86,Closed - Explained,0,2026-03
FCA01188,CUST10630,2026-07-11,Transaction Monitoring,Structuring,52.0,32468.95,Closed - Explained,0,2026-07
FCA01189,CUST10825,2026-07-28,Transaction Monitoring,High-Risk Wire,31.0,29046.69,Closed - Explained,0,2026-07
FCA01190,CUST11112,2026-01-09,Sanctions,Name Match,87.0,76809.61,Closed - Explained,0,2026-01
FCA01191,CUST10850,2026-07-02,Transaction Monitoring,High-Risk Wire,48.0,34200.51,Escalated,1,2026-07
FCA01192,CUST10208,2026-06-13,Transaction Monitoring,Structuring,20.0,53412.41,Closed - Explained,0,2026-06
FCA01193,CUST10836,2026-02-24,Transaction Monitoring,Rapid Movement,46.0,26305.19,Closed - Explained,0,2026-02
FCA01194,CUST10124,2026-01-10,Sanctions,Watchlist Exposure,58.0,48936.84,Closed - Explained,0,2026-01
FCA01195,CUST10400,2026-03-26,Transaction Monitoring,Structuring,79.0,3243.51,Closed - Explained,0,2026-03
FCA01196,CUST10633,2026-09-12,Transaction Monitoring,Structuring,63.0,29185.43,Escalated,1,2026-09
FCA01197,CUST10256,2026-04-09,Fraud,Account Takeover,14.0,9481.29,Closed - Explained,0,2026-04
FCA01198,CUST10718,2026-09-27,KYC/EDD,Adverse Media,69.0,34669.05,Closed - Explained,0,2026-09
FCA01199,CUST10780,2026-06-29,Fraud,Velocity Spike,62.0,58712.93,Closed - Explained,0,2026-06
FCA01200,CUST10651,2026-04-17,KYC/EDD,KYC Refresh,54.0,23294.36,Closed - Explained,0,2026-04
FCA01201,CUST11172,2026-05-05,Transaction Monitoring,High-Risk Wire,35.0,55392.95,Closed - Explained,0,2026-05
FCA01202,CUST10384,2026-03-07,Fraud,Account Takeover,83.0,17905.54,Closed - Explained,0,2026-03
FCA01203,CUST10512,2026-03-26,Transaction Monitoring,Unusual Volume,67.0,15933.38,Escalated,1,2026-03
FCA01204,CUST11131,2026-08-06,Sanctions,High-Risk Geography,83.0,71621.21,Closed - Explained,0,2026-08
FCA01205,CUST10718,2026-02-06,Fraud,Geo Anomaly,66.0,5493.84,Escalated,1,2026-02
FCA01206,CUST10443,2026-04-02,Transaction Monitoring,Unusual Volume,21.0,12892.03,Closed - Explained,0,2026-04
FCA01207,CUST10158,2026-07-05,KYC/EDD,KYC Refresh,41.0,102450.95,Escalated,1,2026-07
